"","rep","year","week","sero","disease","rate","type","total_pop","n_infected","n_symptomatic","actual_sero","elim"
"1",1,1,1,0,0,0.5,"wave",2802,0,0,0.0999286224125625,"True"
"2",1,1,2,0,0,0.5,"wave",2758,0,0,0.102248005801305,"True"
"3",1,1,3,0,0,0.5,"wave",2724,0,0,0.1071953010279,"True"
"4",1,1,4,0,0,0.5,"wave",2677,0,0,0.107956667911842,"True"
"5",1,1,5,0,0,0.5,"wave",2645,0,0,0.11304347826087,"True"
"6",1,1,6,0,0,0.5,"wave",2591,0,0,0.113855654187572,"True"
"7",1,1,7,0,0,0.5,"wave",2528,0,0,0.11629746835443,"True"
"8",1,1,8,0,0,0.5,"wave",2479,0,0,0.117386042759177,"True"
"9",1,1,9,0,0,0.5,"wave",2430,0,0,0.117695473251029,"True"
"10",1,1,10,0,0,0.5,"wave",2363,0,0,0.118493440541684,"True"
"11",1,1,11,0,0,0.5,"wave",2308,0,0,0.120450606585789,"True"
"12",1,1,12,0,0,0.5,"wave",2266,0,0,0.121359223300971,"True"
"13",1,1,13,0,0,0.5,"wave",2214,0,0,0.123757904245709,"True"
"14",1,1,14,0,0,0.5,"wave",2165,0,0,0.125635103926097,"True"
"15",1,1,15,0,0,0.5,"wave",2138,0,0,0.127221702525725,"True"
"16",1,1,16,0,0,0.5,"wave",2101,0,0,0.127558305568777,"True"
"17",1,1,17,0,0,0.5,"wave",2068,0,0,0.127659574468085,"True"
"18",1,1,18,0,0,0.5,"wave",5755,0,0,0.0462206776715899,"True"
"19",1,1,19,0,0,0.5,"wave",5639,0,0,0.0475261571200567,"True"
"20",1,1,20,0,0,0.5,"wave",5477,0,0,0.0502099689611101,"True"
"21",1,1,21,0,0,0.5,"wave",5356,0,0,0.0524645257654966,"True"
"22",1,1,22,0,0,0.5,"wave",5247,0,0,0.0552696779111873,"True"
"23",1,1,23,0,0,0.5,"wave",5109,0,0,0.0575455079271873,"True"
"24",1,1,24,0,0,0.5,"wave",5000,0,0,0.0602,"True"
"25",1,1,25,0,0,0.5,"wave",4883,0,0,0.0618472250665574,"True"
"26",1,1,26,0,0,0.5,"wave",4819,0,0,0.0630836273085702,"True"
"27",1,1,27,0,0,0.5,"wave",4668,0,0,0.0649100257069409,"True"
"28",1,1,28,0,0,0.5,"wave",4578,0,0,0.0657492354740061,"True"
"29",1,1,29,0,0,0.5,"wave",4508,0,0,0.0681011535048802,"True"
"30",1,1,30,0,0,0.5,"wave",4410,0,0,0.0705215419501134,"True"
"31",1,1,31,0,0,0.5,"wave",4321,0,0,0.0731312196250868,"True"
"32",1,1,32,0,0,0.5,"wave",4249,0,0,0.073664391621558,"True"
"33",1,1,33,0,0,0.5,"wave",4179,0,0,0.0763340512084231,"True"
"34",1,1,34,0,0,0.5,"wave",4095,0,0,0.0796092796092796,"True"
"35",1,1,35,0,0,0.5,"wave",4009,0,0,0.0835619855325518,"True"
"36",1,1,36,0,0,0.5,"wave",3931,0,0,0.085474433986263,"True"
"37",1,1,37,0,0,0.5,"wave",3853,0,0,0.087464313521931,"True"
"38",1,1,38,0,0,0.5,"wave",3807,0,0,0.0890464933018125,"True"
"39",1,1,39,0,0,0.5,"wave",3759,0,0,0.0904495876562916,"True"
"40",1,1,40,0,0,0.5,"wave",3734,0,0,0.0926620246384574,"True"
"41",1,1,41,0,0,0.5,"wave",3797,0,0,0.106926520937582,"True"
"42",1,1,42,0,0,0.5,"wave",3804,0,0,0.114353312302839,"True"
"43",1,1,43,0,0,0.5,"wave",3811,0,0,0.115980057727631,"True"
"44",1,1,44,0,0,0.5,"wave",3794,0,0,0.123616236162362,"True"
"45",1,1,45,0,0,0.5,"wave",3796,0,0,0.128292939936776,"True"
"46",1,1,46,0,0,0.5,"wave",3732,0,0,0.12540192926045,"True"
"47",1,1,47,0,0,0.5,"wave",3705,0,0,0.126585695006748,"True"
"48",1,1,48,0,0,0.5,"wave",3661,0,0,0.129745971046162,"True"
"49",1,1,49,0,0,0.5,"wave",3627,0,0,0.130410807830163,"True"
"50",1,1,50,0,0,0.5,"wave",3602,0,0,0.131593559133815,"True"
"51",1,1,51,0,0,0.5,"wave",3567,0,0,0.135127558172133,"True"
"52",1,1,52,0,0,0.5,"wave",3520,0,0,0.136647727272727,"True"
"53",1,2,1,0,0,0.5,"wave",3487,8,0,0.140808718095784,"False"
"54",1,2,2,0,0,0.5,"wave",3475,8,0,0.144460431654676,"False"
"55",1,2,3,0,0,0.5,"wave",3451,8,1,0.144885540423066,"False"
"56",1,2,4,0,0,0.5,"wave",3438,10,6,0.14630599185573,"False"
"57",1,2,5,0,0,0.5,"wave",3388,15,5,0.147874852420307,"False"
"58",1,2,6,0,0,0.5,"wave",3355,10,0,0.15230998509687,"False"
"59",1,2,7,0,0,0.5,"wave",3331,10,3,0.153107175022516,"False"
"60",1,2,8,0,0,0.5,"wave",3277,12,7,0.153188892279524,"False"
"61",1,2,9,0,0,0.5,"wave",3247,19,6,0.154912226670773,"False"
"62",1,2,10,0,0,0.5,"wave",3220,16,8,0.159006211180124,"False"
"63",1,2,11,0,0,0.5,"wave",3191,16,6,0.161078031964901,"False"
"64",1,2,12,0,0,0.5,"wave",3156,10,4,0.16191381495564,"False"
"65",1,2,13,0,0,0.5,"wave",3125,17,4,0.16256,"False"
"66",1,2,14,0,0,0.5,"wave",3089,13,3,0.164778245386857,"False"
"67",1,2,15,0,0,0.5,"wave",3053,17,5,0.167376351130036,"False"
"68",1,2,16,0,0,0.5,"wave",3027,18,6,0.169144367360423,"False"
"69",1,2,17,0,0,0.5,"wave",2984,20,9,0.170576407506702,"False"
"70",1,2,18,0,0,0.5,"wave",5291,17,8,0.0973350973350973,"False"
"71",1,2,19,0,0,0.5,"wave",5222,16,4,0.0991957104557641,"False"
"72",1,2,20,0,0,0.5,"wave",5131,18,2,0.101539660884818,"False"
"73",1,2,21,0,0,0.5,"wave",5026,19,5,0.105451651412654,"False"
"74",1,2,22,0,0,0.5,"wave",4944,26,9,0.107807443365696,"False"
"75",1,2,23,0,0,0.5,"wave",4842,31,7,0.111111111111111,"False"
"76",1,2,24,0,0,0.5,"wave",4761,28,9,0.113211510186936,"False"
"77",1,2,25,0,0,0.5,"wave",4662,33,11,0.116902616902617,"False"
"78",1,2,26,0,0,0.5,"wave",4552,28,14,0.120606326889279,"False"
"79",1,2,27,0,0,0.5,"wave",4449,34,14,0.122499438075972,"False"
"80",1,2,28,0,0,0.5,"wave",4368,27,12,0.124084249084249,"False"
"81",1,2,29,0,0,0.5,"wave",4303,25,13,0.125493841505926,"False"
"82",1,2,30,0,0,0.5,"wave",4203,21,12,0.12847965738758,"False"
"83",1,2,31,0,0,0.5,"wave",4117,20,12,0.130677677920816,"False"
"84",1,2,32,0,0,0.5,"wave",4025,19,9,0.13416149068323,"False"
"85",1,2,33,0,0,0.5,"wave",3963,21,5,0.13777441332324,"False"
"86",1,2,34,0,0,0.5,"wave",3904,18,6,0.140368852459016,"False"
"87",1,2,35,0,0,0.5,"wave",3853,19,9,0.142486374253828,"False"
"88",1,2,36,0,0,0.5,"wave",3772,18,6,0.14475079533404,"False"
"89",1,2,37,0,0,0.5,"wave",3730,14,9,0.146112600536193,"False"
"90",1,2,38,0,0,0.5,"wave",3692,14,8,0.148429035752979,"False"
"91",1,2,39,0,0,0.5,"wave",3642,10,5,0.153212520593081,"False"
"92",1,2,40,0,0,0.5,"wave",3600,14,4,0.155555555555556,"False"
"93",1,2,41,0,0,0.5,"wave",3640,9,3,0.168681318681319,"False"
"94",1,2,42,0,0,0.5,"wave",3662,14,7,0.181048607318405,"False"
"95",1,2,43,0,0,0.5,"wave",3661,15,5,0.186834198306474,"False"
"96",1,2,44,0,0,0.5,"wave",3658,13,4,0.193001640240569,"False"
"97",1,2,45,0,0,0.5,"wave",3686,14,8,0.198589256646772,"False"
"98",1,2,46,0,0,0.5,"wave",3623,12,7,0.196522219155396,"False"
"99",1,2,47,0,0,0.5,"wave",3615,10,3,0.199170124481328,"False"
"100",1,2,48,0,0,0.5,"wave",3602,13,5,0.20294280955025,"False"
"101",1,2,49,0,0,0.5,"wave",3590,14,3,0.207520891364903,"False"
"102",1,2,50,0,0,0.5,"wave",3575,11,4,0.212867132867133,"False"
"103",1,2,51,0,0,0.5,"wave",3553,12,6,0.212496481846327,"False"
"104",1,2,52,0,0,0.5,"wave",3538,14,5,0.216506500847937,"False"
"105",1,3,1,0,0,0.5,"wave",3531,15,5,0.22090059473237,"False"
"106",1,3,2,0,0,0.5,"wave",3501,15,6,0.224507283633248,"False"
"107",1,3,3,0,0,0.5,"wave",3486,21,7,0.226907630522088,"False"
"108",1,3,4,0,0,0.5,"wave",3464,19,5,0.232101616628176,"False"
"109",1,3,5,0,0,0.5,"wave",3439,19,4,0.233788892119802,"False"
"110",1,3,6,0,0,0.5,"wave",3412,22,7,0.238569753810082,"False"
"111",1,3,7,0,0,0.5,"wave",3367,20,13,0.242352242352242,"False"
"112",1,3,8,0,0,0.5,"wave",3339,14,8,0.243486073674753,"False"
"113",1,3,9,0,0,0.5,"wave",3299,6,4,0.245225826007881,"False"
"114",1,3,10,0,0,0.5,"wave",3271,8,5,0.247019260165087,"False"
"115",1,3,11,0,0,0.5,"wave",3244,6,2,0.247533908754624,"False"
"116",1,3,12,0,0,0.5,"wave",3222,6,2,0.249534450651769,"False"
"117",1,3,13,0,0,0.5,"wave",3192,5,3,0.25031328320802,"False"
"118",1,3,14,0,0,0.5,"wave",3163,7,2,0.251343661081252,"False"
"119",1,3,15,0,0,0.5,"wave",3128,5,0,0.254795396419437,"False"
"120",1,3,16,0,0,0.5,"wave",3110,5,3,0.256591639871383,"False"
"121",1,3,17,0,0,0.5,"wave",3077,6,3,0.257718557036074,"False"
"122",1,3,18,0,0,0.5,"wave",6735,3,2,0.11804008908686,"False"
"123",1,3,19,0,0,0.5,"wave",6615,8,3,0.120483749055178,"False"
"124",1,3,20,0,0,0.5,"wave",6488,14,1,0.122225647348952,"False"
"125",1,3,21,0,0,0.5,"wave",6311,13,4,0.125336713674537,"False"
"126",1,3,22,0,0,0.5,"wave",6178,19,6,0.12819682745225,"False"
"127",1,3,23,0,0,0.5,"wave",6050,24,5,0.129752066115702,"False"
"128",1,3,24,0,0,0.5,"wave",5880,27,11,0.131122448979592,"False"
"129",1,3,25,0,0,0.5,"wave",5693,24,10,0.134902511856666,"False"
"130",1,3,26,0,0,0.5,"wave",5573,20,12,0.136551229140499,"False"
"131",1,3,27,0,0,0.5,"wave",5444,18,8,0.139235855988244,"False"
"132",1,3,28,0,0,0.5,"wave",5317,10,4,0.143125822832424,"False"
"133",1,3,29,0,0,0.5,"wave",5211,13,6,0.144885818460948,"False"
"134",1,3,30,0,0,0.5,"wave",5119,9,4,0.146317640164095,"False"
"135",1,3,31,0,0,0.5,"wave",5011,10,3,0.148672919576931,"False"
"136",1,3,32,0,0,0.5,"wave",4886,10,3,0.150634465820712,"False"
"137",1,3,33,0,0,0.5,"wave",4770,12,5,0.154716981132075,"False"
"138",1,3,34,0,0,0.5,"wave",4705,11,4,0.157704569606801,"False"
"139",1,3,35,0,0,0.5,"wave",4611,14,2,0.160052049446975,"False"
"140",1,3,36,0,0,0.5,"wave",4536,18,3,0.162257495590829,"False"
"141",1,3,37,0,0,0.5,"wave",4465,17,5,0.165509518477044,"False"
"142",1,3,38,0,0,0.5,"wave",4412,22,6,0.167271078875793,"False"
"143",1,3,39,0,0,0.5,"wave",4355,22,7,0.169230769230769,"False"
"144",1,3,40,0,0,0.5,"wave",4302,21,9,0.171083217108322,"False"
"145",1,3,41,0,0,0.5,"wave",4311,20,13,0.188123405242403,"False"
